BFSNr	SiedlungNr	SiedlungName	qualifier	GebäudeAnz	WohnungenAnz	EinwAnz
97	97016	Zwüscheteich		S	1	2	7
97	97019	Industriestrasse		S	5	5	13
97	97020	Breitenstein		S	1	1	4
97	97022	Chilisbäum		S	4	4	9
97	97023	Langensteg		S	1	1	6
97	97024	Eichhof		S	2	2	5
97	97025	Erlenhölzli		S	1	1	5
97	97026	Katzenrüti		S	13	25	57
97	97027	Brüggeler		S	1	1	1
97	97028	Winkel/Katzenrütistrasse		S	1	1	4
97	97029	Bärenbohl		S	10	13	42
97	97030	Rotgrueb		S	1	1	2
97	97031	Kätsch		S	7	7	21
97	97032	Käshalden		S	3	4	8
97	97033	Altwi		S	3	4	12
97	97034	Letten		S	9	12	21
97	97036	Tempelhof		S	3	3	11
97	97037	Waldegg		S	2	2	6
97	97038	Guldenen		S	1	2	5
97	97039	Ebnet		S	1	2	4
97	97040	Ruebisbach		S	1	1	5
97	97041	Bäuler		S	1	1	3
97	97043	Nebetsaglen		S	3	3	7
97	97399	Personen ohne Siedlungs-Nr. 		R	0	0	110
98	98001	Schleinikon (Dorf)		S	55	72	176
98	98002	Rüti		S	2	3	8
98	98003	Erspel		S	1	1	2
98	98004	Wasen (westl. Teil)		S	17	22	48
98	98005	Wasen (östl. Teil)		S	16	17	39
98	98006	Dachslern		S	80	105	294
98	98007	Lengg		S	1	2	8
98	98008	Bernalten		S	1	2	6
98	98009	Buchenhof		S	1	3	6
98	98010	Winteler		S	1	1	2
98	98011	Rütenen		S	1	2	4
98	98012	Expohof		S	1	1	1
98	98013	Alphof		S	1	1	3
98	98014	Lägernweid		S	1	1	2
98	98015	Langrüti		S	1	1	2
98	98399	Personen ohne Siedlungs-Nr. 		R	0	0	36
99	99001	Schöfflisdorf	Quartiere	Q	274	417	1’074
99	99002	Egghof		S	1	1	3
99	99003	Blitzger		S	2	2	4
99	99009	Alten		S	1	1	2
99	99011	Juchhof		S	1	1	4
99	99012	Weidhof		S	1	2	8
99	99013	Mösli		S	1	2	8
99	99399	Personen ohne Siedlungs-Nr. 		R	0	0	30
100	100001	Stadel (Dorf)		S	249	348	875
100	100002	Endberg		S	1	1	1
100	100003	Aemperg		S	3	4	12
100	100004	Schlatti		S	2	1	2
100	100005	Sali		S	1	2	8
100	100006	Weidhof		S	1	2	5
100	100007	Raat		S	45	54	132
100	100009	Schleumet		S	1	2	6
100	100010	Bäumler		S	1	1	2
100	100011	Windlach		S	99	156	366
100	100013	Waldhof		S	1	2	6
100	100014	Berghof		S	1	2	7
100	100015	Sparu		S	1	2	6
100	100016	Im Hasli		S	1	2	6
100	100017	Im Tobel		S	1	1	4
100	100018	Birkenhof		S	1	2	4
100	100019	Gibisnüt		S	2	2	4
100	100020	Schüpfheim		S	22	22	57
100	100021	Stägli		S	42	56	135
100	100022	Grund		S	1	2	5
100	100023	Chellerloo		S	1	1	5
100	100024	Lindenhof		S	1	2	4
100	100025	Rotenbrunnen		S	2	1	5
100	100026	Letten		S	2	2	7
100	100027	Strick		S	1	2	5
100	100028	Hau		S	1	3	6
100	100029	Brand		S	1	1	6
100	100030	Rütenen		S	2	2	6
100	100031	Hasligass		S	1	3	8
100	100032	Witschgenächer		S	1	1	1
100	100399	Personen ohne Siedlungs-Nr. 		R	0	0	43		
101	101001	Steinmaur (Dorf)	Quartiere	Q	378	599	1’438
101	101003	Sünikon		S	72	102	229
101	101004	Ankenland		S	2	3	4
101	101005	Hinter-Egg		S	3	3	6
101	101006	Mittler-Egg		S	3	3	14
101	101007	Vorder-Egg		S	5	7	22
101	101008	Heitlig		S	1	1	2
101	101010	Lätten		S	1	5	10
101	101011	Rosenhof		S	1	1	6
101	101012	Ruggen		S	1	1	4
101	101013	Totenweg		S	2	2	4
101	101017	Salen		S	3	5	16
101	101018	Ried		S	2	1	2
101	101019	Güggel		S	5	4	11
101	101020	Chlinge		S	1	1	2
101	101021	Ror		S	1	1	1
101	101022	Bahnhof		S	8	11	20
101	101023	Steinbruch		S	10	17	36
101	101024	Schibler		S	62	370	835
101	101399	Personen ohne Siedlungs-Nr. 		R	0	0	80
102	102001	Weiach (Dorf)	Quartiere	Q	264	353	897
102	102004	Hasli		S	4	8	22
102	102007	Ofen		S	2	4	13
102	102008	Höbrig		S	1	1	2
102	102009	Säge		S	1	1	2
102	102010	Vorder Berg		S	1	1	4
102	102011	Hinder Berg		S	1	2	2
102	102013	Steinbruch		S	4	4	9
102	102014	Schärerskreuz		S	1	1	1
102	102015	Felsenhof		S	1	1	2
102	102399	Personen ohne Siedlungs-Nr. 		R	0	0	40
111	111001	Bäretswil (Dorf)		S	240	539	1’313
111	111002	Hof		S	8	9	33
111	111004	Neuthal		S	17	24	67
111	111005	Hermetschwändi		S	1	1	4
111	111006	Hofschür		S	4	4	7
111	111008	Hinterburg		S	17	15	29
111	111009	Dunkelwies		S	1	1	2
111	111010	Läseten		S	3	2	3
111	111011	Bussenthal		S	11	13	31
111	111013	Stollen		S	4	2	5
111	111014	Josenhof		S	4	4	15
111	111015	Weissenbach		S	1	1	3
111	111016	Obere Tanne		S	2	2	8
111	111017	Tanne		S	5	7	22
111	111019	Altegg		S	1	1	4
111	111022	Egglen		S	7	5	12
111	111023	Waberg		S	9	10	29
111	111025	Morglen		S	4	3	12
111	111026	Adetswil		S	196	294	716
111	111027	Bürgweidli		S	2	2	3
111	111028	Erholungshaus		S	4	1	42
111	111031	Weid (bei Adetswil)		S	215	239	576
111	111035	Laubenfelsen		S	2	1	7
111	111037	Rüetswil		S	7	6	31
111	111038	Rüeggental		S	7	7	19
111	111039	Wirzwil		S	4	5	7
111	111040	Sonnenhof		S	1	2	5
111	111041	Laupetswil		S	3	5	16
111	111042	Burgweid		S	6	7	25
111	111045	Tobel		S	2	2	7
111	111046	Mühle		S	5	5	12
111	111047	Neuegg		S	24	25	78
111	111050	Zelg		S	10	11	30
111	111051	Allenberg		S	10	8	30
111	111054	Weid (Gibswil-Ried)		S	1	1	5
111	111055	Matt		S	2	3	5
111	111056	Rellsten		S	2	3	9
111	111057	Ghöchweid		S	1	1	3
111	111058	Schürli		S	13	14	38
111	111061	Neuhaus		S	2	2	8
111	111064	Stockacher		S	1	2	7
111	111065	Bodenacker		S	1	1	2
111	111066	Breitenmatt		S	2	2	6
111	111067	Oberdorf		S	68	100	289
111	111069	Haldengut		S	3	3	9
111	111070	Sandbüel		S	2	3	7
111	111072	Stöck		S	4	7	16
111	111073	Bettswil		S	32	39	119
111	111076	Berghof		S	3	2	5
111	111077	Ghöch		S	14	13	37
111	111079	Fehrenwaltsberg		S	8	9	22
111	111081	Steinweid		S	2	2	2
111	111082	Hinterberg		S	3	3	7
111	111083	Im Chopfholz		S	5	3	7
111	111084	Im Sunneberg		S	1	2	4
111	111085	Schönau		S	5	6	16
111	111086	Grossacker		S	1	2	3
111	111087	Tisenwaltsberg		S	19	17	50
111	111089	Eichschür		S	1	1	3
111	111091	Wässeri		S	2	2	10
111	111092	Stockrüti		S	1	2	5
111	111093	Wappenswil		S	16	15	49
111	111094	Maiwinkel		S	6	8	22
111	111095	Schmärschür		S	3	4	6
111	111096	Schwarzweid		S	2	2	9
111	111097	Platte		S	1	1	6
111	111098	Holenstein		S	4	2	7
111	111099	Aesch		S	1	1	2
111	111101	Haberacher		S	1	1	2
111	111103	Hütten		S	2	2	5
111	111104	Kleinbäretswil		S	12	12	33
111	111106	Mittler-Sädel		S	8	9	29
111	111108	Gubel		S	2	2	9
111	111110	Im Carol		S	1	1	6
111	111399	Personen ohne Siedlungs-Nr. 		R	0	0	90
112	112001	Bubikon (Dorf)	Quartiere	Q	419	800	2’052
112	112008	Fuchsbühl		S	3	3	9
112	112009	Mürg		S	3	3	4
112	112010	Wändhüslen		S	7	14	35
112	112011	Neuhaus bei Wändhüslen		S	2	2	8
112	112012	Feissi		S	6	7	19
112	112013	Brach		S	6	10	23
112	112014	Friedheim		S	7	2	14
112	112015	Gstein		S	5	5	19
112	112016	Platte		S	10	5	74
112	112017	Tafleten		S	19	22	55
112	112018	Landsacker		S	11	14	28
112	112019	Wanne		S	9	10	27
112	112021	Sennschür		S	9	10	17
112	112023	Unter-Wechsel		S	3	1	3
112	112024	Brandlen		S	2	3	9
112	112025	Rutschberg		S	4	5	12
112	112026	Laufenriet		S	4	4	11
112	112027	Knebel		S	3	4	7
112	112028	Hinteracker		S	2	2	5
112	112030	Schürwies		S	2	3	6
112	112031	Reitbach		S	3	7	14
112	112032	Bürgstrasse		S	1	1	2
112	112033	Ritterhof		S	1	2	6
112	112034	Ritterhaus		S	4	5	12
112	112035	Oele		S	1	3	5
112	112036	Loo		S	1	1	1
112	112037	Neuacker		S	4	5	12
112	112038	Ober-Mettlen		S	1	1	2
112	112039	Bürg		S	8	11	23
112	112040	Oberbösch		S	7	6	13
112	112041	Talhof		S	1	2	3
112	112042	Vorder-Dienstbach		S	3	9	15
112	112043	Unterbösch		S	2	2	7
112	112044	Engelberg		S	5	5	9
112	112045	Homberg		S	2	2	4
112	112046	Schlossberg		S	2	2	3
112	112047	Hinter-Dienstbach		S	2	1	3
112	112048	Schwarz		S	3	14	33
112	112049	Bühl		S	2	1	5
112	112050	Wolfhausen	Quartiere	Q	584	899	2’402
112	112062	Hüsli		S	7	8	17
112	112063	Kämmoos		S	4	5	14
112	112064	Sonnenhof		S	1	1	2
112	112065	Widenswil		S	12	15	29
112	112066	Zell		S	5	4	14
112	112067	Lochrüti		S	3	1	21
112	112068	Weisshalde		S	1	3	8
112	112069	Grundtal		S	3	4	7
112	112070	Widerzell		S	1	2	6
112	112071	Barenberg		S	9	13	43
112	112072	Sonnental		S	12	13	40
112	112073	Unter-Rennweg		S	3	5	14
112	112074	Berlikon		S	11	17	43
112	112075	Hinter-Rüteli		S	1	1	2
112	112076	Neuhaus (bei Wolfhausen)		S	6	8	13
112	112077	Rüeggshausen		S	7	8	21
112	112078	Vorder-Rüteli		S	5	5	7
112	112399	Personen ohne Siedlungs-Nr. 		R	0	0	112
113	113001	Dürnten (Dorf)		S	241	394	1’032
113	113002	Tann (Dorf)	Quartiere	Q	564	1’286	3’034
113	113006	Rotenstein (südöstl. Teil)		S	2	2	6
113	113007	Tammel		S	4	4	9
113	113008	Sennweid		S	2	3	4
113	113009	Edikon		S	9	8	33
113	113010	Fabrik (bei Edikon)		S	1	1	6
113	113011	Maihof		S	1	2	4
113	113012	Schönbühl		S	1	1	4
113	113013	Ober-Edikon		S	3	2	5
113	113014	Frohbühl		S	1	1	2
113	113015	Rosenau		S	2	6	14
113	113017	Kammern		S	2	3	6
113	113019	Felsenhof		S	3	4	10
113	113020	Grüt		S	1	1	2
113	113022	Regletsmoos		S	1	1	5
113	113023	Schlieren		S	2	3	9
113	113024	Absägeten		S	1	2	5
113	113025	Ghangetwies		S	3	1	9
113	113026	Ornberg		S	4	3	8
113	113027	Hasenstrickrain		S	4	5	16
113	113028	Tumlen		S	2	2	3
113	113030	Beerenbach		S	1	2	7
113	113031	Rothaus		S	31	26	82
113	113032	Zihl		S	2	4	7
113	113037	Rebschacker (östl. Teil)		S	2	4	12
113	113038	Landetspiel		S	2	2	5
113	113040	Ober-Dürnten		S	135	208	534
113	113041	Leebern		S	4	4	13
113	113042	Langacker		S	8	10	24
113	113043	Angel		S	1	2	8
113	113045	Bodmen		S	3	5	14
113	113046	Mannenrain		S	4	5	11
113	113047	Breitenmatt		S	234	235	650
113	113049	Hubacker		S	2	2	7
113	113050	Hüslen		S	3	3	5
113	113051	Obere Looren		S	5	8	15
113	113052	Untere Looren		S	3	4	8
113	113053	Lettenmoos		S	16	16	42
113	113054	Aarain		S	4	5	14
113	113056	Feldhof		S	1	0	3
113	113057	Gerblen		S	1	1	3
113	113059	Wurstbrunnen		S	3	4	9
113	113061	Ettenbohl		S	4	5	21
113	113063	Letten		S	1	1	3
113	113064	Dachsloch		S	1	1	4
113	113065	Garwied		S	17	16	39
113	113066	Rössli		S	1	1	4
113	113067	Binzberg		S	3	3	14
113	113070	Vorder-Pilgersteg		S	4	7	12
113	113071	Frohberg		S	2	2	6
113	113072	Schlehbühl		S	1	1	2
113	113073	Hinter-Pilgersteg		S	1	4	5
113	113074	Töbeli		S	8	10	31
113	113075	Tannägerten		S	3	4	12
113	113076	Winterhalden		S	3	3	14
113	113078	Greinsberg		S	2	2	2
113	113081	Halden		S	1	1	4
113	113082	Tannertobel		S	4	5	68
113	113085	Grundtal		S	1	5	8
113	113086	Oberberg		S	3	4	10
113	113087	Bannholz		S	1	2	5
113	113088	Pünt		S	1	1	3
113	113399	Personen ohne Siedlungs-Nr. 		R	0	0	116
114	114002	Charershörnli		S	1	1	2
114	114004	Tanzplatz		S	2	1	3
114	114006	Hinterhörnli		S	5	4	9
114	114007	Althörnli		S	3	2	2
114	114008	Oberrohr		S	2	2	3
114	114011	Rohr		S	7	7	11
114	114014	Lenzen		S	24	28	68
114	114015	Ennerlenzen		S	5	3	4
114	114016	Leiacker		S	1	2	5
114	114017	Oberwis		S	1	1	1
114	114019	Orflen		S	2	2	12
114	114020	Aeschacker		S	5	5	11
114	114021	Aesch		S	32	43	128
114	114023	Steg		S	18	28	79
114	114024	Roswisli		S	2	2	5
114	114025	Fischbach		S	1	2	8
114	114026	Schürli		S	1	2	9
114	114027	Risigrund		S	1	1	3
114	114028	Chlital		S	2	1	5
114	114029	Fuchsloch		S	5	1	4
114	114030	Waldberg		S	3	2	11
114	114031	Rütiwis		S	5	3	11
114	114032	Oberbräch		S	1	1	4
114	114034	Boden		S	36	56	135
114	114035	Vorderegg		S	1	1	2
114	114036	Schmittenbach		S	36	51	117
114	114037	Wil		S	1	1	2
114	114038	Hinterlanzenmoos		S	5	2	9
114	114039	Halden		S	1	1	3
114	114040	Breitenmatt		S	1	2	6
114	114041	Neuschwändi		S	21	23	68
114	114042	Eggli		S	2	2	3
114	114043	Altschwändi		S	2	4	8
114	114044	Schwarzengrund		S	3	2	3
114	114045	Brütten		S	3	2	8
114	114046	Feuerschwand		S	2	1	4
114	114047	Uerchen		S	4	2	4
114	114048	Oberreinsberg		S	3	2	10
114	114049	Neuhaus		S	4	1	6
114	114050	Unterreinsberg		S	1	1	4
114	114052	Vorderlanzenmoos		S	1	1	1
114	114053	Bodmen		S	18	20	51
114	114054	Hegisau		S	1	1	2
114	114055	Oberschwändi		S	1	2	3
114	114056	Ohrüti		S	4	5	12
114	114059	Vorderbleichi		S	1	2	5
114	114060	Strick		S	2	2	6
114	114061	Unterberg		S	1	1	5
114	114063	Eggwegwald		S	1	1	3
114	114064	Leutobel		S	5	1	2
114	114065	Ragenbuch		S	1	1	2
114	114067	Mühlebach		S	23	44	98
114	114069	Würz		S	3	4	10
114	114070	Chleger		S	1	1	5
114	114071	Widenreiti		S	3	2	3
114	114073	Grundbach		S	1	1	1
114	114074	Fischenthal (Dorf)		S	56	71	215
114	114075	Schönau		S	1	1	3
114	114076	Schuchtann		S	1	1	2
114	114077	Bärloch		S	1	1	2
114	114078	Hüsli		S	7	7	41
114	114080	Langenberg		S	1	1	3
114	114081	Tannen		S	2	3	11
114	114082	Vorder-Strahlegg		S	6	5	19
114	114083	Rütwisli		S	1	2	3
114	114084	Fistel		S	30	32	84
114	114086	Mühle		S	2	3	8
114	114089	Hinter-Strahlegg		S	3	5	14
114	114090	Tierhag		S	1	1	3
114	114091	Sack		S	2	1	2
114	114092	Brand		S	1	1	7
114	114093	Unteraurüti		S	7	7	24
114	114094	Oberaurüti		S	4	4	14
114	114096	Löchern		S	2	1	2
114	114099	Rietli		S	1	3	11
114	114100	Stein		S	8	5	12
114	114101	Langwisli		S	1	1	10
114	114102	Hinteraurüti		S	1	1	6
114	114103	Lee		S	2	4	10
114	114104	Seelisberg		S	1	1	2
114	114105	Chriesihölzli		S	1	1	2
114	114106	Huebrain		S	1	1	1
114	114108	Leeberg		S	1	1	4
114	114109	Gibswil		S	57	86	216
114	114110	Auen		S	1	2	6
114	114111	Obermoos		S	1	1	2
114	114112	Untermoos		S	2	2	9
114	114113	Rosenberg		S	1	1	2
114	114114	Geeren		S	2	12	27
114	114115	Hinterbleichi		S	3	2	4
114	114116	Burgböl		S	1	1	8
114	114117	Weid		S	1	1	2
114	114118	Bruggen		S	1	1	2
114	114119	Matisen		S	1	1	4
114	114121	Grossegg		S	2	1	5
114	114123	Vorderfuchsloch		S	5	5	14
114	114124	Oberfuchsloch		S	2	2	5
114	114127	Eggweg		S	1	2	4
114	114134	Fröschau		S	1	1	3
114	114135	Leebergboden		S	1	1	2
114	114137	Stierweid		S	1	1	4
114	114138	Ghogg		S	2	1	5
114	114139	Hintergrund		S	1	1	5
114	114140	Station		S	4	6	12
114	114399	Personen ohne Siedlungs-Nr. 		R	0	0	106
115	115001	Gossau (Dorf)		S	768	1’734	4’287
115	115002	Rebacher		S	2	1	1
115	115003	Steinacher		S	1	1	5
115	115005	Oberwis		S	1	1	2
115	115007	Hungerbüel		S	61	60	186
115	115008	Tueweid		S	2	2	6
115	115009	Männetsriet		S	36	37	77
115	115010	Bertschikon		S	156	200	534
115	115011	Neuhof (bei Bertschikon)		S	2	2	8
115	115012	Freihof		S	3	3	13
115	115014	Rain		S	1	1	3
115	115015	Bäumligacher		S	1	1	4
115	115017	Langfuhr		S	6	6	24
115	115018	Freiwis		S	1	1	1
115	115019	Sandgrueb		S	1	1	4
115	115020	Benklen		S	2	2	4
115	115021	Sunnenberg		S	1	1	6
115	115022	Oberriet		S	1	1	2
115	115023	Weid (bei Gossau)		S	2	2	5
115	115024	Frohe Aussicht		S	2	2	8
115	115026	Talacher		S	1	1	2
115	115027	Heizibüel		S	1	1	5
115	115028	Chrummacker		S	2	2	5
115	115033	Neuhof (bei Gossau)		S	1	1	2
115	115036	Gotthard		S	1	3	5
115	115037	Waldhof (bei Grüt)		S	1	1	4
115	115038	Rinderbrunnen		S	19	107	249
115	115039	Prampel		S	3	4	7
115	115042	Grüt		S	388	592	1’565
115	115043	Bönler		S	56	59	153
115	115044	Weid (bei Grüt)		S	1	1	1
115	115045	Allenberg		S	5	4	14
115	115052	Berghof		S	1	2	7
115	115053	Allenwinden		S	10	10	20
115	115054	Frohbach		S	1	2	10
115	115055	Hundsrüggen		S	9	10	18
115	115056	Hinter-Goldacher		S	2	1	2
115	115058	Schwobshof		S	2	4	14
115	115059	Hinterzelg		S	1	1	1
115	115060	Hessenwis		S	1	1	6
115	115062	Au		S	4	3	14
115	115064	Rebrain		S	1	1	2
115	115065	Gfeller		S	1	1	2
115	115067	Leihalden		S	2	2	3
115	115068	Strick		S	12	26	63
115	115069	Drisgi		S	1	1	4
115	115070	Hasenacher		S	8	10	21
115	115071	Brüschweid		S	14	13	37
115	115072	Nasswis		S	2	3	5
115	115073	Talgüetli		S	1	1	4
115	115074	Zil		S	4	4	14
115	115075	Hellberg		S	22	32	94
115	115076	Leerütiacher		S	1	1	1
115	115077	Leerüti		S	6	10	34
115	115078	Jungholz		S	3	3	9
115	115079	Tägernau		S	7	8	27
115	115080	Breiti		S	1	2	7
115	115081	Weidli (bei Ottikon)		S	1	1	3
115	115082	Schönau		S	5	6	14
115	115083	Chindismüli		S	15	24	47
115	115084	Wiberg		S	2	2	3
115	115085	Hartmis		S	2	2	6
115	115087	Unter-Ottikon		S	63	91	251
115	115088	Ober-Ottikon		S	48	82	204
115	115089	Silberberg		S	2	2	4
115	115090	Felsen		S	4	4	13
115	115091	Pünt		S	2	2	12
115	115092	Brüschägerten		S	2	0	25
115	115093	Rifacher		S	2	2	7
115	115094	Tobel		S	1	1	1
115	115095	Hanfgarten		S	11	9	23
115	115096	Glattacher		S	1	1	3
115	115097	Saren		S	1	1	1
115	115098	Grund		S	1	1	4
115	115099	Zweibollen		S	1	1	2
115	115100	Sibleten		S	3	3	10
115	115102	Schönbüel		S	1	1	2
115	115103	Ermisriet		S	5	5	10
115	115105	Herschmettlen		S	47	73	202
115	115106	Fuchsrüti		S	9	10	23
115	115107	Hinter-Fuchsrüti		S	4	5	11
115	115108	Vorder-Goldacher		S	2	2	5
115	115399	Personen ohne Siedlungs-Nr. 		R	0	0	188		
116	116001	Grüningen (Stedtli)		S	51	81	185
116	116002	Binzikon		S	361	635	1’854
116	116003	Bächelsrüti		S	17	15	40
116	116004	Villberg		S	1	1	3
116	116005	Niggenberg		S	6	7	17
116	116006	Roggesbüel		S	1	2	5
116	116007	Büel		S	16	23	46
116	116008	Mattenhof		S	1	1	2
116	116009	Oberhof		S	2	2	6
116	116011	Trottacher		S	2	3	10
116	116012	Zelgli		S	1	1	2
116	116013	Langmatt		S	4	5	15
116	116014	Rohracher		S	1	1	5
116	116015	Lindist		S	3	3	11
116	116016	Schoren		S	2	2	8
116	116017	Näsplen		S	5	5	16
116	116018	Buechholz		S	8	7	20
116	116019	Auf der Büechlen		S	2	2	4
116	116020	Tränkibach		S	2	3	12
116	116021	Talacher-Haufland		S	59	70	214
116	116022	Bürglen		S	35	43	105
116	116023	Rebacher		S	3	6	10
116	116025	Itzikon		S	83	100	258
116	116026	Brugglen		S	2	2	2
116	116027	Ammentännli		S	1	2	9
116	116028	Rietli		S	3	3	10
116	116029	Hinterbrugglen		S	1	1	3
116	116030	Holzhusen		S	8	10	20
116	116031	Heispel		S	5	5	11
116	116032	Heggen		S	3	4	13
116	116033	Wiesental		S	1	2	2
116	116034	Tannsberg		S	1	2	6
116	116036	Spilhalden		S	2	2	5
116	116038	Adletshausen		S	15	18	43
116	116039	Reipen		S	4	4	13
116	116040	Neuweid		S	2	2	9
116	116041	Richttanne		S	1	2	4
116	116042	Hinderholz		S	1	1	4
116	116399	Personen ohne Siedlungs-Nr. 		R	0	0	90
117	117001	Hinwil (Dorf)		S	1’039	2’324	5’488
117	117002	Bossikon		S	30	31	73
117	117003	Wil		S	1	1	1
117	117004	Unter-Erlosen		S	14	16	42
117	117005	Schulhaus Erlosen		S	4	4	9
117	117006	Stocken		S	5	14	30
117	117007	Wiesental (bei Bossikon)		S	10	11	24
117	117008	Ober-Erlosen		S	20	22	52
117	117009	Flurhof		S	1	1	2
117	117011	Kreuzplatz		S	6	10	28
117	117012	Bergli		S	1	1	2
117	117013	Bodenhaus		S	1	1	5
117	117014	Schönwies		S	1	2	7
117	117015	Boden (bei Ringwil)		S	10	8	56
117	117017	Platten (bei Ringwil)		S	1	1	4
117	117018	Chopfholz		S	6	8	16
117	117019	Tüelen		S	2	2	3
117	117020	Rüti		S	2	2	9
117	117021	Ringwil		S	71	75	200
117	117022	Winkel (bei Ringwil)		S	1	1	3
117	117023	Nübruch		S	8	5	8
117	117024	Breite		S	1	1	3
117	117025	Unter-Bernegg		S	1	2	5
117	117026	Balzenbüel		S	2	1	1
117	117027	Ehretstock		S	5	5	11
117	117028	Hinter-Triemen		S	2	2	14
117	117029	Triemen		S	5	4	7
117	117030	Girenbad		S	44	57	156
117	117031	Ober-Bernegg		S	4	3	11
117	117032	Vorder-Bernegg		S	3	6	19
117	117033	Girriet		S	2	2	6
117	117034	Boden (bei Girenbad)		S	3	5	11
117	117035	Bodenacker		S	3	2	4
117	117036	Schaugen		S	5	5	14
117	117037	Langmatt		S	10	11	26
117	117038	Chilchriet		S	2	2	4
117	117039	Grund		S	1	1	1
117	117040	Allmen		S	2	4	13
117	117041	Schufelberg		S	5	4	16
117	117042	Egg		S	1	1	2
117	117043	Niderhus		S	2	2	6
117	117044	Bettschwändi		S	1	1	5
117	117045	Affeltrangen		S	8	6	12
117	117046	Betzholz		S	10	13	40
117	117047	Wolfacker		S	1	1	2
117	117048	Rotenstein (nordwestl. Teil)		S	15	15	42
117	117049	Oberhof		S	9	10	25
117	117050	Hagenholz		S	1	2	3
117	117051	Schweipel		S	1	1	5
117	117052	Hüssenbüel		S	28	45	137
117	117053	Breitacker		S	10	8	28
117	117054	Loch		S	8	14	32
117	117055	Friedheim		S	2	3	6
117	117056	Betzikon		S	1	1	4
117	117057	Blatten		S	10	10	25
117	117058	Hueb		S	3	2	10
117	117059	Hadlikon		S	346	518	1’321
117	117060	Maistock		S	1	1	1
117	117061	Hadlikerrain		S	4	6	18
117	117062	Obere Birch		S	3	3	7
117	117063	Chatzentobel		S	2	2	6
117	117064	Sack		S	6	7	22
117	117065	Wernetshausen		S	186	231	571
117	117066	Tarn		S	1	1	2
117	117067	Looren (bei Wernetshausen)		S	2	4	10
117	117068	Stampf		S	3	3	10
117	117070	Neubrunnen		S	10	8	22
117	117071	Balmacker		S	1	1	2
117	117072	Wissenbach		S	4	6	11
117	117073	Breitenriet		S	1	1	1
117	117074	Balm		S	1	1	3
117	117075	Spiegelberg		S	3	1	5
117	117076	Moos (bei Wernetshausen)		S	3	2	4
117	117077	Schwändiweid		S	1	1	5
117	117078	Schwändi		S	8	5	15
117	117079	Gammetswil		S	3	2	5
117	117080	Tannweid		S	1	1	1
117	117081	Ober-Orn		S	7	7	23
117	117082	Nieder-Orn		S	4	3	8
117	117084	Ebnet		S	1	1	2
117	117085	Breitlen		S	2	1	2
117	117087	Sagenberg		S	1	1	3
117	117088	Schulhaus Unterbach		S	2	2	7
117	117089	Sagen		S	6	3	8
117	117090	Unterhus		S	6	5	17
117	117091	Waid		S	1	2	6
117	117092	Obere Höhe		S	1	1	2
117	117399	Personen ohne Siedlungs-Nr. 		R	0	0	269		
118	118001	Rüti (Dorf)	Quartiere	Q	1’780	4’086	9’576
118	118005	Rosenburg		S	1	1	1
118	118006	Pilgersteg		S	2	3	5
118	118007	Pilgerhof		S	76	240	552
118	118008	Gmeindrüti		S	4	4	10
118	118009	Neu-York		S	2	2	7
118	118010	Unter-Fägswil		S	63	79	221
118	118011	Ober-Fägswil		S	17	21	48
118	118013	Sonnenberg		S	1	1	4
118	118015	Schlad		S	1	1	2
118	118016	Riederen		S	1	2	5
118	118018	Bühl		S	1	1	2
118	118019	Oberwies		S	3	5	14
118	118021	Weierbach		S	1	1	2
118	118022	Chüeweid		S	1	1	5
118	118025	Ober-Moos		S	11	11	27
118	118026	Matten		S	4	2	5
118	118027	Unter-Moos		S	9	11	31
118	118032	Langacher		S	1	2	7
118	118033	Hüllistein		S	7	10	27
118	118034	Weid		S	3	2	7
118	118035	Hofacher		S	12	14	34
118	118036	Waldau		S	6	8	16
118	118399	Personen ohne Siedlungs-Nr. 		R	0	0	196
119	119001	Seegräben (Dorf)		S	55	77	203
119	119002	Ottenhausen		S	15	23	74
119	119003	Wagenburg		S	11	17	44
119	119004	Unter-Aahtal		S	10	61	144
119	119005	Etstel		S	9	11	19
119	119006	Steinberg		S	3	4	14
119	119008	Ober-Aahtal		S	15	37	70
119	119009	Grossweid		S	103	106	314
119	119010	Villa RA		S	5	8	29
119	119011	Sack		S	32	54	119
119	119012	Robänkli		S	49	49	149
119	119014	Aretshalden		S	15	27	61
119	119399	Personen ohne Siedlungs-Nr. 		R	0	0	39
120	120001	Wald (Dorf)		S	583	1’258	3’061
120	120002	Nasen		S	1	1	4
120	120003	Amslen		S	2	2	8
120	120004	Blegi		S	1	1	5
120	120005	Oberbüel		S	4	5	16
120	120006	Büel		S	8	9	31
120	120007	Wasseracher		S	1	1	3
120	120008	Tanneregg		S	1	1	5
120	120009	Riet		S	18	21	79
120	120010	Neutal		S	5	19	46
120	120011	Breiten		S	3	4	10
120	120012	Hinter-Aatal		S	8	9	20
120	120013	Raad		S	21	19	48
120	120014	Huebhansen		S	4	3	9
120	120015	Ämet		S	1	1	5
120	120016	Ober-Raad		S	2	2	3
120	120017	Beizi		S	3	2	10
120	120018	Schürli (bei Raad)		S	1	1	2
120	120019	Eggschwändi		S	3	2	4
120	120020	Steinchramen		S	4	4	6
120	120021	Loch		S	2	3	11
120	120022	Scheidegg		S	1	1	2
120	120023	Hinter Sennenberg		S	3	4	13
120	120024	Vorder Sennenberg		S	6	8	21
