BFSNr	SiedlungNr	SiedlungName	qualifier	GebäudeAnz	WohnungenAnz	EinwAnz
152	152033	Sunnerai		S	1	2	4
152	152399	Personen ohne Siedlungs-Nr. 		R	0	0	160
153	153001	Hombrechtikon (Dorf)	Quartiere	Q	733	1’923	4’767
153	153010	Gerenstöck		S	1	1	2
153	153011	Rietlen		S	1	1	2
153	153012	Frauwis		S	4	4	9
153	153013	Dändlikon		S	10	12	29
153	153014	Niggberg		S	1	2	5
153	153015	Neuguet		S	2	2	6
153	153017	Herrgass		S	11	10	26
153	153018	Hueb		S	8	10	19
153	153019	Hasel		S	4	4	14
153	153020	Richttann		S	1	1	2
153	153021	Zelg		S	1	1	4
153	153022	Scherlang		S	1	1	4
153	153023	Brunisberg		S	5	6	33
153	153024	Gunten		S	5	13	25
153	153025	Ufgent		S	1	1	1
153	153026	Uetzikon		S	18	20	48
153	153027	Chüeweid		S	4	4	12
153	153028	Hinderwald		S	3	4	14
153	153029	Rain		S	6	5	11
153	153031	Hochgass		S	3	3	9
153	153032	Tannweid		S	1	2	3
153	153033	Seeweid		S	2	3	9
153	153034	Seeweidhöchi		S	1	1	1
153	153035	Langacher		S	14	13	29
153	153036	Vorderwald		S	2	2	9
153	153037	Breitacher		S	6	5	11
153	153038	Buen		S	7	6	16
153	153040	Lutikon		S	7	10	29
153	153041	Lützelsee		S	11	11	44
153	153043	Rebrain		S	7	8	18
153	153045	Ghei		S	26	24	81
153	153046	Obertili		S	1	1	2
153	153047	Wisental		S	62	62	168
153	153048	Blumenberg		S	46	44	123
153	153049	Neuhus		S	3	3	6
153	153050	Stämpfi		S	3	3	11
153	153053	Reben		S	1	1	2
153	153055	Laufenbach		S	6	7	22
153	153056	Wigarten		S	8	6	12
153	153057	Widmen		S	16	25	60
153	153058	Lüeholz		S	2	3	7
153	153059	Grütrain		S	5	4	8
153	153060	Hasenweid		S	1	1	4
153	153061	Holflüe		S	1	1	4
153	153062	Hinderholz		S	3	3	6
153	153063	Holgass		S	68	110	266
153	153064	Eichhöchi		S	19	20	59
153	153065	Inner-Langenriet		S	44	55	120
153	153066	Garstlig		S	21	33	85
153	153067	Eichwis		S	54	67	168
153	153068	Schleipfi		S	10	11	22
153	153069	Holzschlag		S	6	5	10
153	153070	Obere Chlausstrasse		S	1	1	3
153	153071	Hinderschlatt		S	4	7	18
153	153072	Grosswis		S	1	1	2
153	153073	Schönenberg		S	1	1	5
153	153074	Felsengrund		S	5	4	14
153	153075	Ob Dorf		S	1	1	3
153	153076	Schlatt		S	17	15	35
153	153077	Hochwacht		S	3	4	6
153	153078	Zopf		S	5	2	2
153	153079	Uf Dorf		S	6	7	23
153	153080	Büel		S	2	2	6
153	153081	Schwösterrain		S	4	5	18
153	153082	Hotwiel		S	4	4	9
153	153083	Wellenberg		S	17	18	40
153	153084	Grüt		S	10	10	21
153	153085	Aegerten		S	4	4	13
153	153086	Gibisnüt		S	4	4	10
153	153087	Brunegg		S	5	6	31
153	153088	Usser-Langenriet		S	19	19	49
153	153089	Rietwis		S	2	2	2
153	153090	Morgensunn		S	2	2	9
153	153091	Sandhof		S	1	2	6
153	153092	Tal		S	6	7	20
153	153094	Eggrüti		S	3	3	9
153	153095	Goldenberg		S	2	1	2
153	153096	Sunnenberg		S	19	22	57
153	153097	Gamsten		S	1	1	2
153	153098	Ober-Schirmensee		S	10	11	32
153	153099	Unter-Schirmensee		S	7	7	22
153	153100	Feldbach	Quartiere	Q	61	92	205
153	153107	Hubschberg		S	1	1	2
153	153110	Seeguet		S	1	1	3
153	153111	Hintere Gamsten		S	1	1	4
153	153112	Felsbach		S	3	4	6
153	153113	Ober Rain		S	3	1	2
153	153114	Langgass		S	1	2	6
153	153115	Hinter Holzschlag		S	1	1	1
153	153399	Personen ohne Siedlungs-Nr. 		R	0	0	91		
154	154001	Küsnacht	Quartiere	Q	2’474	5’321	11’525
154	154009	Wolenberen		S	1	2	6
154	154010	Schmalzgrueb		S	16	21	62
154	154011	Tobelmüli		S	2	7	11
154	154012	Limberg		S	23	32	73
154	154013	Wis		S	1	1	5
154	154014	Waidhof		S	3	6	10
154	154015	Forch (südl. Teil)		S	83	127	284
154	154016	Schulhaus Limberg		S	4	6	16
154	154018	Wangen		S	15	15	33
154	154019	Kaltenstein		S	16	17	54
154	154020	Wiserholz		S	7	7	27
154	154021	Neuhus		S	2	3	10
154	154022	Bunzenhalden		S	2	3	7
154	154023	Langacker		S	1	2	5
154	154024	Hohrüti		S	2	2	3
154	154025	Arenenberg		S	1	1	2
154	154026	In der Letzi		S	1	1	4
154	154027	Sportplatz Fallacher		S	1	3	8
154	154028	Spitzacher		S	2	2	8
154	154399	Personen ohne Siedlungs-Nr. 		R	0	0	331
155	155001	Männedorf (Dorf)		Q	1’431	3’558	7’951
155	155010	Appisberg		S	5	4	25
155	155011	Stocken		S	1	1	2
155	155012	Obere Bühlen		S	10	30	68
155	155013	Löneren		S	1	2	6
155	155014	Ammenacher		S	1	2	4
155	155016	Pfarrhüsli		S	1	1	2
155	155017	Brähen		S	1	1	2
155	155018	Widenbad		S	5	5	13
155	155019	Widenrain		S	5	7	14
155	155020	Tanneggli		S	1	1	1
155	155021	Berg		S	3	4	4
155	155023	Ober-Allenberg		S	3	2	6
155	155024	Chäsrain		S	2	3	15
155	155025	Gugger		S	2	2	3
155	155026	Im Russer		S	1	2	6
155	155399	Personen ohne Siedlungs-Nr. 		R	0	0	226
156	156001	Feldmeilen	Quartiere	Q	718	1’712	3’732
156	156028	Stöckenweid		S	1	0	14
156	156029	Schoris		S	1	1	2
156	156030	Büelen		S	3	4	10
156	156033	Sunnenberg		S	1	1	1
156	156035	Tannacher		S	2	5	7
156	156041	Luft		S	2	3	5
156	156042	Meilen (Dorf)	Quartiere	Q	921	2’013	4’419
156	156046	Hinterburg		S	2	2	6
156	156069	Bannholz		S	2	2	4
156	156080	Obermeilen	Quartiere	Q	506	1’319	2’871
156	156107	Arbach		S	1	2	3
156	156108	Zelg		S	3	3	8
156	156110	Warzhalden		S	3	3	7
156	156112	Rinderweid		S	1	1	3
156	156113	Toggwil		S	6	7	19
156	156117	Steinacher		S	1	1	7
156	156122	Weieracher		S	1	1	4
156	156128	Spitzacher		S	1	1	3
156	156132	Breiti		S	3	4	8
156	156133	Steigelacher		S	1	1	4
156	156136	Neuacher		S	2	2	7
156	156138	Buechstud		S	1	1	5
156	156139	Langjoch		S	2	2	6
156	156140	Banacher		S	2	2	6
156	156141	Erlen		S	3	3	10
156	156142	Engelbirg		S	2	2	6
156	156145	Bezibüel		S	3	4	10
156	156147	Haltenacher		S	3	2	6
156	156148	Hinterer Pfannenstiel		S	4	5	13
156	156149	Roren		S	2	1	15
156	156150	Bundi		S	3	5	8
156	156152	Chilchbüel		S	2	2	6
156	156154	Vorder Pfannenstiel		S	2	3	8
156	156157	Pünten		S	1	2	5
156	156158	Schumbel		S	1	1	3
156	156159	Hindermuren		S	1	1	3
156	156168	Fuchsloch		S	4	9	15
156	156399	Personen ohne Siedlungs-Nr. 		R	0	0	211
157	157001	Oetwil (Dorf)	Quartiere	Q	444	1’161	2’945
157	157017	Bäpur		S	22	17	37
157	157018	Oberror		S	6	3	6
157	157019	Rorbüel		S	1	1	4
157	157020	Betti		S	1	3	4
157	157022	Felsengrund		S	4	9	19
157	157023	Etzikon		S	9	7	16
157	157024	Rinderweid		S	6	7	18
157	157025	Summerau		S	3	3	6
157	157026	Gartenacker		S	2	2	7
157	157027	Auee		S	6	4	10
157	157028	Hinteres Chloster		S	3	2	4
157	157029	Gusch		S	26	62	152
157	157030	Paradis		S	2	1	2
157	157031	Under-Frobüel		S	4	2	11
157	157032	Glärnischstrasse		S	70	180	477
157	157033	Nidertal		S	28	24	67
157	157034	Stubenloo		S	5	6	15
157	157035	Ober-Frobüel		S	3	4	12
157	157036	Neuguet		S	4	4	10
157	157037	Bodenacher		S	3	2	4
157	157038	Hochstrass		S	3	3	7
157	157040	Riet		S	9	7	15
157	157041	Unter-Chrüzlen		S	6	8	20
157	157042	Waldheim		S	2	2	4
157	157043	Neuegg		S	8	62	126
157	157044	Schachen		S	8	4	13
157	157045	Burst		S	1	2	4
157	157046	Ober-Chrüzlen		S	10	10	31
157	157047	Aegertenwis		S	4	3	7
157	157048	Schachenweid		S	3	2	7
157	157049	Eichholz		S	6	8	17
157	157050	Reben		S	2	1	2
157	157051	Holzhusen		S	4	6	15
157	157052	Neuhus		S	7	3	10
157	157053	Stäckenacher		S	1	1	3
157	157055	Willikon		S	25	40	127
157	157056	Buacher		S	1	2	5
157	157057	Goldrain		S	3	2	7
157	157058	Horüti		S	2	1	2
157	157059	Rebrain		S	1	1	2
157	157060	Obere Beichlen		S	1	1	1
157	157061	Beichlen		S	1	1	3
157	157062	Sigmund		S	1	1	8
157	157063	Grossweid		S	2	2	6
157	157064	Geerenstöck		S	3	3	5
157	157399	Personen ohne Siedlungs-Nr. 		R	0	0	102
158	158001	Stäfa (Dorf)		S	1’052	2’587	5’737
158	158002	Dorf		S	291	553	1’226
158	158003	Kehlhof		S	98	263	596
158	158004	Uerikon		S	411	741	1’794
158	158005	Mülihölzli		S	1	1	4
158	158006	Schöni		S	1	1	3
158	158007	Hunert		S	3	4	8
158	158008	Wanne		S	4	4	5
158	158009	Dachsleren		S	4	5	11
158	158010	Zaniken		S	25	41	97
158	158011	Hinterer Püntacher		S	13	11	41
158	158012	Vorderer Püntacher		S	15	18	51
158	158013	Bauertacher		S	18	20	47
158	158014	Rank		S	1	1	2
158	158017	Usserfeld		S	2	1	4
158	158018	Sonnental		S	1	2	6
158	158019	Mutzmalen		S	8	10	28
158	158020	Wiesengrund		S	2	4	10
158	158021	Echtlen		S	4	3	17
158	158022	Echtlenweg		S	2	3	6
158	158023	Uelikon		S	116	228	497
158	158027	Binz		S	45	99	231
158	158028	Aberen		S	3	5	9
158	158029	Redlikon		S	13	17	59
158	158032	Rhyner		S	3	4	11
158	158033	Sennhütte Redlikon		S	1	1	1
158	158034	Lattenberg		S	5	6	11
158	158036	Frohberg		S	1	2	4
158	158037	Furen		S	1	1	4
158	158038	Dorfhalden		S	10	13	30
158	158039	Ober-Hüttenacher		S	3	3	10
158	158040	Hüttenacher		S	1	1	2
158	158041	Rütihof		S	38	43	109
158	158042	Torlen		S	2	6	14
158	158044	Ranghusen		S	8	10	31
158	158045	Riet		S	34	84	206
158	158046	Laubisrüti		S	5	4	9
158	158047	Eich		S	16	41	90
158	158048	Fangen		S	40	54	135
158	158049	Töbeli		S	3	3	11
158	158050	Mockenwis		S	53	54	166
158	158051	Schirmensee		S	3	1	2
158	158053	Forchbüel		S	1	1	2
158	158054	Egghäldeli		S	1	1	1
158	158399	Personen ohne Siedlungs-Nr. 		R	0	0	229
159	159001	Uetikon (Dorf)	Quartiere	Q	520	1’468	3’431
159	159015	Breiti		S	1	1	2
159	159016	Heiriberg		S	1	1	4
159	159017	Bergli		S	1	1	5
159	159019	Speckli		S	4	7	14
159	159020	Hohbrunnen		S	1	1	5
159	159021	Chnolli		S	7	9	17
159	159022	Rüti		S	1	1	3
159	159023	Oberer Brand		S	1	1	3
159	159024	Esslinger		S	22	20	47
159	159025	Gibisnüd		S	4	4	9
159	159026	Tüfleten		S	22	23	57
159	159027	Grüt		S	7	21	40
159	159028	Bolteracher		S	12	12	26
159	159029	Älpli		S	12	11	37
159	159030	Schwändi		S	1	1	2
159	159031	Rundi		S	8	9	24
159	159032	Haslibach		S	4	5	15
159	159033	Bergheim		S	7	8	161
159	159034	Rundihalde		S	21	23	56
159	159035	Strick		S	8	8	56
159	159036	Brandrain		S	22	22	50
159	159037	Forbüel		S	37	44	135
159	159038	Stötzli		S	3	3	5
159	159039	Furen		S	22	21	61
159	159040	Talweg		S	47	68	178
159	159041	Binzhalden		S	11	11	44
159	159042	Binziger		S	47	47	140
159	159044	Untere Tuntelen		S	5	9	20
159	159045	Weid		S	1	2	6
159	159046	Müliweid		S	15	23	61
159	159047	Müli		S	13	20	56
159	159048	Rotholz		S	3	3	14
159	159049	Chrüzstein		S	6	14	53
159	159050	Büel		S	18	19	35
159	159052	Chessler		S	1	1	2
159	159053	Brand		S	4	4	10
159	159054	Haslihalde		S	56	61	180
159	159399	Personen ohne Siedlungs-Nr. 		R	0	0	146
160	160001	Zumikon (Dorf)		Q	889	1’966	4’424
160	160021	Hohfurren		S	1	1	2
160	160022	Letzi		S	1	1	2
160	160023	Rietacher		S	2	2	4
160	160024	Juch		S	1	1	4
160	160025	Ifang		S	1	2	4
160	160026	Mülackerweg		S	1	1	1
160	160399	Personen ohne Siedlungs-Nr. 		R	0	0	109
161	161001	Zollikon (Dorf)		S	1’247	2’748	5’812
161	161002	Rebwies		S	98	427	897
161	161003	Zollikerberg		S	518	2’068	4’187
161	161004	Zelgli		S	3	16	30
161	161005	Trichtenhausen		S	2	3	7
161	161006	Resirain		S	5	8	19
161	161007	Bergwies		S	1	1	2
161	161008	Sennhof-Oberhub		S	90	125	296
161	161009	Eichäcker		S	1	2	4
161	161010	Kaltenstein		S	1	1	2
161	161011	Wildenberg		S	1	1	2
161	161012	Tal		S	4	6	9
161	161399	Personen ohne Siedlungs-Nr. 		R	0	0	395
171	171001	Bauma (Dorf)		S	220	440	1’029
171	171002	Wald		S	4	3	6
171	171003	Unter-Wald		S	1	1	4
171	171004	Homberg		S	20	21	58
171	171005	Saland		S	132	196	526
171	171006	Laubberg		S	17	19	47
171	171007	Linden		S	1	1	2
171	171008	Auwis		S	36	35	117
171	171009	Juckeren		S	97	113	346
171	171010	Blitterswil		S	33	29	74
171	171011	Esterli		S	2	2	4
171	171012	Uerschen		S	4	4	18
171	171013	Sülch		S	2	3	10
171	171014	Schürli		S	1	1	4
171	171015	Widenwald		S	1	2	10
171	171016	Undalen		S	25	26	49
171	171017	Dillhaus		S	47	47	153
171	171018	Haselhalden		S	16	21	74
171	171019	Ramsel		S	3	3	10
171	171020	Rittweg		S	9	11	37
171	171021	Chämmerli		S	1	1	5
171	171022	Held		S	1	2	2
171	171023	Riset		S	2	3	13
171	171024	Musterplatz		S	1	1	6
171	171025	Bächi		S	8	8	19
171	171026	Fälmis		S	13	13	30
171	171028	Neugut		S	1	3	5
171	171029	Fluh		S	9	9	19
171	171030	Schindlet		S	12	15	36
171	171031	Heiletsegg		S	3	3	7
171	171032	Nideltobel		S	3	3	6
171	171033	Niderdürstelen		S	10	13	37
171	171034	Grube		S	1	1	4
171	171035	Widen		S	12	15	31
171	171036	Wilen		S	4	11	31
171	171037	Altlandenberg		S	140	186	517
171	171038	Sonnenrain		S	15	11	36
171	171039	Schulhaus Altlandenberg		S	3	4	9
171	171040	Weid		S	1	1	3
171	171041	Sommerau		S	2	2	3
171	171042	Schönegg		S	1	1	1
171	171043	Hörnen		S	24	28	64
171	171044	Bergli		S	1	1	2
171	171045	Akau		S	1	1	3
171	171046	Hinter-Tiefenbach		S	7	8	16
171	171047	Böndler		S	2	3	47
171	171048	Weidli		S	1	1	2
171	171049	Höhle		S	13	11	84
171	171050	Schwendi		S	3	5	17
171	171051	Sunnehalde		S	5	5	15
171	171052	Blacketen		S	1	1	5
171	171053	Vorder-Tiefenbach		S	5	6	17
171	171054	Seewadel		S	20	30	61
171	171055	Wellenau		S	23	28	80
171	171056	Bliggenswil		S	18	18	45
171	171057	Höckler		S	10	11	26
171	171058	Hinterwis		S	7	5	8
171	171059	Vorder-Lüwis		S	4	4	8
171	171060	Hinter-Lüwis		S	6	5	14
171	171061	Schwandelbach		S	2	2	4
171	171062	Boden		S	3	3	7
171	171063	Rösli		S	3	2	6
171	171064	Silisegg		S	8	9	22
171	171065	Grueholz		S	1	2	8
171	171066	Erlen		S	2	3	8
171	171067	Loch		S	1	2	6
171	171068	Hinter-Bad		S	1	1	2
171	171069	Vorder-Bad		S	4	4	8
171	171070	Unter-Wolfensberg		S	3	4	13
171	171071	Mittler-Wolfensberg		S	1	1	4
171	171072	Ober-Wolfensberg		S	3	3	6
171	171073	Halden		S	1	1	2
171	171074	Allenwil		S	5	5	18
171	171075	Niderau		S	2	2	6
171	171076	Schlössli		S	1	1	3
171	171077	Unter-Bräch		S	1	1	3
171	171078	Lipperschwendi		S	26	31	110
171	171079	Vorder-Bräch		S	1	1	4
171	171085	Schwendibach		S	3	6	12
171	171089	Hinterboden		S	1	1	5
171	171092	Akauberg		S	1	1	4
171	171095	Pünt		S	2	2	3
171	171399	Personen ohne Siedlungs-Nr. 		R	0	0	83
172	172001	Fehraltorf (Dorf)		S	526	1’573	3’767
172	172002	Mesikon		S	8	11	35
172	172003	Ziegelhütte		S	2	3	11
172	172004	Reitenbach		S	3	5	11
172	172005	Brand		S	2	2	6
172	172006	Säustel		S	1	3	7
172	172007	Ehrenbühl		S	1	2	5
172	172008	Wiesengrund		S	1	3	6
172	172009	Bad		S	2	2	9
172	172010	Rüti		S	13	33	94
172	172011	Friedliweid		S	2	2	9
172	172012	Heiget		S	3	21	54
172	172013	Buchhalde		S	1	2	7
172	172014	Tuschacher		S	1	1	4
172	172015	Frankenbüel		S	1	1	3
172	172016	Talhof		S	1	1	5
172	172017	Burenbühl		S	2	2	8
172	172018	Feld		S	1	1	5
172	172019	Speckhof		S	2	2	4
172	172020	Speck		S	3	7	17
172	172021	Barmatt		S	1	2	8
172	172022	Ilgenhalde		S	1	2	36
172	172023	Chriesbaumweid		S	162	166	460
172	172025	Rumpis		S	7	7	21
172	172026	Petsersbüel		S	1	1	1
172	172027	Im Feld		S	1	1	5
172	172399	Personen ohne Siedlungs-Nr. 		R	0	0	89
173	173001	Hittnau	Quartiere	Q	402	602	1’567
173	173010	Fischbach		S	4	4	10
173	173011	Trogacher		S	1	2	3
173	173012	Schönau		S	19	25	76
173	173013	Lindenhof		S	1	1	5
173	173014	Hasel		S	36	50	123
173	173015	Jos		S	1	1	3
173	173016	Isikon		S	65	69	186
173	173017	Ober-Zelg		S	1	1	4
173	173018	Eichhof		S	1	2	6
173	173019	Sunnenhof		S	1	1	2
173	173020	Lupsi		S	1	2	13
173	173021	Balchenstal		S	3	3	14
173	173022	Knup		S	2	1	4
173	173023	Sunnenhalden		S	1	1	6
173	173024	Nauen		S	2	1	4
173	173026	Dürstelen		S	43	51	153
173	173028	Längi		S	1	3	6
173	173029	Mitsal		S	2	2	4
173	173030	Breiti		S	1	1	2
173	173031	Obermatt		S	1	1	2
173	173032	Wildenwis		S	2	3	7
173	173033	Bollacher		S	2	2	7
173	173034	Oberhittnau		S	146	207	551
173	173035	Loch		S	2	2	6
173	173036	Golfhaus, Restaurant		S	1	1	2
173	173037	Furt		S	1	1	2
173	173038	Haselweid		S	1	1	5
173	173039	Langägerten		S	1	1	3
173	173040	Waldhof		S	1	2	10
173	173041	Ghangetriet		S	1	2	7
173	173042	Beierschen		S	3	3	6
173	173043	Buen		S	3	4	10
173	173044	Wilen		S	7	7	19
173	173045	Owachs		S	3	4	4
173	173046	Platten		S	2	4	18
173	173047	Hofhalden		S	12	13	28
173	173048	Oberwilen		S	1	1	1
173	173050	Halden		S	3	3	5
173	173051	Lärchenhof		S	1	2	5
173	173399	Personen ohne Siedlungs-Nr. 		R	0	0	76
174	174001	Effretikon (Dorf)	Quartiere	Q	1’265	4’833	10’119
174	174007	Untere Höfe	Loorenhof	S	2	3	9
174	174009	Neumühle-Kempttal		S	3	5	7
174	174011	Ober-Kempttal		S	9	17	26
174	174014	Bietenholz		S	13	20	49
174	174016	Bisikon		S	112	153	385
174	174018	Untere Höfe	Talacher	S	1	2	7
174	174019	Untere Höfe	Grüthof	S	1	2	7
174	174020	Kemleten		S	4	4	9
174	174021	Obere Höfe	Widmenhof	S	1	1	3
174	174022	Obere Höfe	Grüze	S	1	1	3
174	174023	Obere Höfe	Rothenfluh	S	1	2	6
174	174024	Billikon		S	2	2	4
174	174025	Ottikon	Grubental	S	2	3	14
174	174026	Obere Höfe	Buech	S	1	1	3
174	174027	Ottikon	Alpenblick	S	6	6	20
174	174028	Obere Höfe	Erli	S	1	1	5
174	174029	Obere Höfe	Tränketrog	S	1	1	2
174	174030	First		S	17	17	34
174	174032	Ottikon	Ottikon	S	115	144	382
174	174033	Obere Höfe	Altenchrist	S	1	2	4
174	174034	Ottikon	Birch	S	1	1	5
174	174035	Ottikon	Brunnacher	S	3	3	9
174	174036	Obere Höfe	Wolfacher	S	1	2	5
174	174038	Agasul		S	15	19	58
174	174039	Luckhausen		S	7	7	24
174	174041	Schömlet		S	2	3	7
174	174042	Guggenbühl		S	3	3	14
174	174043	Illnau (Dorf)	Quartiere	Q	756	1’195	2’964
174	174046	Horben	Prstberg	S	1	1	1
174	174047	Horben	Hagenbuech	S	2	1	1
174	174048	Horben	Homberg	S	1	1	2
174	174049	Horben	Morgenhof	S	1	2	5
174	174050	Horben	Horben	S	16	18	41
174	174051	Mesikon		S	12	13	29
174	174053	Untere Höfe	Talmaz	S	1	2	4
174	174054	Obere Höfe	Chausacher	S	1	2	8
174	174055	Im Langhag		S	2	3	10
174	174399	Personen ohne Siedlungs-Nr. 		R	0	0	206
175	175001	Kyburg (Dorf)		S	55	70	197
175	175002	Mühlau		S	5	9	30
175	175004	Loo		S	1	2	7
175	175005	Seemerrüti		S	4	4	13
175	175006	Billikon		S	16	24	66
175	175007	Ettenhausen		S	8	9	22
175	175008	Stampfental		S	2	3	7
175	175009	Vogelsang		S	1	1	4
175	175010	Brünggen		S	13	18	29
175	175011	Neu-Brünggen		S	3	3	8
175	175012	Weissental		S	3	3	11
175	175399	Personen ohne Siedlungs-Nr. 		R	0	0	2
176	176001	Lindau (Dorf)		S	196	271	710
176	176002	Eschikon		S	19	20	101
176	176003	Kleinikon		S	9	11	29
176	176004	Bläsihof		S	5	5	20
176	176005	Winterberg		S	207	270	694
176	176006	Schintenächer		S	28	37	83
176	176007	Bachwis		S	1	1	5
176	176008	Kapf		S	1	1	2
176	176009	Schürliacher		S	2	2	3
176	176010	Berghof		S	1	2	5
176	176011	Sägissen		S	1	8	23
176	176013	Altes Sekundarschulhaus		S	2	2	7
176	176014	Grafstal		S	121	173	501
176	176015	Kempttal		S	14	20	169
176	176016	Lättenhof		S	2	3	4
176	176017	Hinterwis		S	1	1	4
176	176018	Vorderwis		S	1	3	8
176	176019	Birchhof		S	1	1	6
176	176020	Tagelswangen		S	287	644	1’606
176	176021	Schoren		S	1	2	3
176	176022	Lindengüetli		S	1	1	2
176	176023	Rigacher		S	4	2	5
176	176024	Tennenberg		S	2	2	7
176	176025	Spiegelhof		S	1	1	3
176	176026	Neuhof		S	1	3	7
176	176399	Personen ohne Siedlungs-Nr. 		R	0	0	65
177	177001	Pfäffikon (Dorf)	Quartiere	Q	1’289	3’288	7’994
177	177002	Hermatswil		S	34	40	111
177	177003	Ravensbühl		S	7	8	19
177	177004	Grüter		S	1	1	3
177	177005	Auenfeld		S	1	1	4
177	177006	Seiler		S	6	6	17
177	177007	Auenfeld		S	1	1	6
177	177008	Unter-Sulzberg		S	7	7	19
177	177009	Ober-Sulzberg		S	5	5	17
177	177010	Unter-Rick		S	2	2	3
177	177011	Ober-Rick		S	3	3	6
177	177012	Humbel		S	9	12	34
177	177013	Schür		S	5	9	16
177	177014	Feld		S	1	1	2
177	177015	Bergwis		S	1	1	3
177	177016	Mittelried		S	3	2	7
177	177017	Forrenacker		S	1	1	4
177	177018	Arenenberg		S	1	1	3
177	177020	Wallikon		S	15	21	57
177	177022	Witzberg		S	10	12	28
177	177024	Wiesengrund		S	1	2	2
177	177025	Weid		S	8	8	46
177	177026	Berg		S	115	120	337
177	177027	Pfaffberg		S	1	1	2
177	177028	Leweid		S	1	1	2
177	177032	Schanz		S	7	6	24
177	177033	Frohmatt		S	3	2	7
177	177034	Boden		S	2	2	4
177	177035	Faichrüti		S	9	10	22
177	177036	Höchweid		S	1	1	2
177	177037	Holzweid		S	2	2	2
177	177038	Rutschberg		S	11	14	31
177	177039	Talhof		S	1	1	2
177	177040	Baumen		S	1	3	4
177	177041	In der Tharn		S	1	2	3
177	177042	Neuhof		S	2	2	6
177	177043	Brand		S	3	3	7
177	177044	Grund		S	2	3	6
177	177046	Seehof		S	1	2	4
177	177047	Kastellhof		S	1	3	6
177	177048	Bühlweid		S	1	3	8
177	177049	Heiligeneich		S	1	1	2
177	177050	Sitzbühl		S	7	5	12
177	177053	Schibler		S	2	2	6
177	177054	Unter-Balm		S	19	19	49
177	177055	Auslikon		S	102	121	331
177	177056	Rümbeli		S	1	1	1
177	177058	Schöpli		S	5	3	4
177	177059	Sonnengrund		S	1	1	6
177	177060	Unterwis		S	1	1	4
177	177061	Ober-Balm		S	27	41	97
177	177062	Rappenholz		S	2	4	7
177	177063	Freudenberg		S	3	3	8
177	177064	Loowies		S	1	1	1
177	177065	Zelg		S	2	2	3
177	177067	Lirenagel		S	4	4	15
177	177068	Girhalden		S	1	1	4
177	177399	Personen ohne Siedlungs-Nr. 		R	0	0	162
178	178001	Russikon (Dorf)		S	543	906	2’415
178	178002	Schürhof		S	3	3	12
178	178003	Balmwies		S	33	38	94
178	178005	Berg Madetswil		S	63	67	184
178	178006	Madetswil		S	57	69	164
178	178007	Ludetswil		S	9	10	27
178	178008	Bläsimühle		S	5	5	17
178	178009	Rumlikon		S	138	151	403
178	178010	Waldegg		S	2	1	3
178	178012	Rennweg		S	2	2	8
178	178013	Burghalde		S	1	2	7
178	178014	Obermoos		S	2	2	13
178	178015	Surebaum		S	3	4	10
178	178016	Schützenhof		S	2	3	11
178	178017	Holenrain		S	1	1	2
178	178018	Gündisau		S	26	33	103
178	178019	Buchweid		S	22	15	98
178	178020	Guggu		S	1	2	7
178	178021	Wilhof		S	59	68	189
178	178022	Unter-Wilhof		S	1	1	2
178	178023	Buechlen		S	2	2	6
178	178024	Sennhof		S	20	18	57
178	178025	Bürgli		S	2	2	4
178	178026	Hochtanne		S	1	1	2
178	178027	Dunkelbach		S	3	2	3
178	178028	Sommerau		S	6	5	10
178	178029	Gentenwies		S	3	3	11
178	178030	Scheur		S	1	1	2
178	178031	Erlen		S	6	3	5
178	178033	Mühlehof		S	1	1	3
178	178399	Personen ohne Siedlungs-Nr. 		R	0	0	80
179	179001	Sternen		S	8	5	13
179	179002	Ussermatt		S	1	1	2
179	179003	Untere Matt		S	1	1	4
179	179004	Matt		S	7	4	9
179	179005	Unter Bogen		S	1	1	1
179	179006	Bogen		S	3	3	9
179	179007	Mattschür		S	3	4	8
179	179009	Spältrüti		S	2	2	8
179	179010	Buech		S	2	2	4
179	179011	Wald		S	1	1	6
179	179012	Unterer Steinshof		S	3	2	2
179	179013	Stockwies		S	1	1	3
179	179014	Schürli		S	2	1	8
179	179015	Kohlwies		S	3	3	9
179	179016	Aespen		S	3	3	8
179	179018	Ziegelhus		S	2	1	2
179	179019	Felsenegg		S	1	1	4
179	179020	Zapfen		S	2	2	5
179	179022	Neugüetli		S	1	1	2
179	179023	Wolfen		S	2	1	2
179	179024	Gerster		S	3	1	4
179	179025	Kohlboden		S	2	1	2
179	179027	Sülchböl		S	1	2	7
179	179028	Ruchwies		S	2	2	4
179	179029	Vordertobel		S	3	3	10
179	179030	Bauegg		S	2	2	8
179	179031	Oberwald		S	2	2	3
179	179032	Steinshof		S	7	6	15
179	179033	Hinterberg		S	5	4	6
179	179034	Sunnebad		S	2	0	6
179	179035	Untersternen		S	1	1	2
179	179036	Rossweid		S	4	3	7
179	179037	Rietwies		S	1	1	2
179	179038	Rietli		S	2	2	6
179	179039	Steig		S	7	5	11
179	179040	Hintere Rossweid		S	4	4	10
179	179041	Langfurri		S	2	1	2
179	179042	Wies		S	2	2	2
179	179043	Ebni		S	2	1	4
179	179044	Tiefmoos		S	3	3	11
179	179045	Lindenhof		S	1	1	2
179	179046	Aeberliswald		S	2	3	10
179	179047	Höchstock		S	4	1	1
